,CPU Name,CPU Mark (higher is better),Rank (lower is better),CPU Value (higher is better),Price (USD)
4206,Intel Xeon W-1370 @ 2.90GHz,22926,634,48.88,$468.99*
4207,Intel Xeon W-1370P @ 3.60GHz,22814,639,44.82,$508.99*
4208,Intel Xeon W-1390 @ 2.80GHz,23902,595,41.64,$573.99*
4209,Intel Xeon W-1390P @ 3.50GHz,25159,546,,
4210,Intel Xeon W-2102 @ 2.90GHz,5028,2096,17.52,$286.99*
4211,Intel Xeon W-2104 @ 3.20GHz,5545,1986,21.74,$255.00*
4212,Intel Xeon W-2123 @ 3.60GHz,8507,1486,19.92,$427.11*
4213,Intel Xeon W-2125 @ 4.00GHz,10060,1346,23.4,$429.95
4214,Intel Xeon W-2133 @ 3.60GHz,12678,1185,20.55,$617.00*
4215,Intel Xeon W-2135 @ 3.70GHz,14412,1066,14.3,"$1,007.70*"
4216,Intel Xeon W-2140B @ 3.20GHz,17329,926,,
4217,Intel Xeon W-2145 @ 3.70GHz,17968,890,14.67,"$1,224.67*"
4218,Intel Xeon W-2150B @ 3.00GHz,20520,751,,
4219,Intel Xeon W-2155 @ 3.30GHz,21066,720,13.76,"$1,530.39*"
4220,Intel Xeon W-2170B @ 2.50GHz,24299,578,,
4221,Intel Xeon W-2175 @ 2.50GHz,23429,615,54.23,$432.00*
4222,Intel Xeon W-2191B @ 2.30GHz,28227,453,,
4223,Intel Xeon W-2195 @ 2.30GHz,27914,470,9.97,"$2,800.00*"
4224,Intel Xeon W-2223 @ 3.60GHz,8561,1480,21.46,$398.95
4225,Intel Xeon W-2225 @ 4.10GHz,10487,1319,20.27,$517.38*
4226,Intel Xeon W-2235 @ 3.80GHz,14357,1073,21.52,$666.99*
4227,Intel Xeon W-2245 @ 3.90GHz,19450,806,28.25,$688.56
4228,Intel Xeon W-2255 @ 3.70GHz,22394,657,42.66,$525.00
4229,Intel Xeon W-2265 @ 3.50GHz,25619,533,38.64,$663.00
4230,Intel Xeon W-2275 @ 3.30GHz,27961,468,33.29,$840.00
4231,Intel Xeon W-2295 @ 3.00GHz,30892,389,22.47,"$1,375.00"
4232,Intel Xeon W-3175X @ 3.10GHz,46125,214,15.18,"$3,039.28*"
4233,Intel Xeon W-3223 @ 3.50GHz,17009,940,20.73,$820.55*
4234,Intel Xeon W-3225 @ 3.70GHz,18251,872,13.84,"$1,319.00*"
4235,Intel Xeon W-3235 @ 3.30GHz,25554,536,12.78,"$1,998.95*"
4236,Intel Xeon W-3245 @ 3.20GHz,31066,386,11.57,"$2,683.99*"
4237,Intel Xeon W-3245M @ 3.20GHz,28067,462,5.61,"$5,002.00*"
4238,Intel Xeon W-3265 @ 2.70GHz,30105,408,6.61,"$4,551.37*"
4239,Intel Xeon W-3265M @ 2.70GHz,34147,331,5.37,"$6,353.00*"
4240,Intel Xeon W-3275 @ 2.50GHz,41469,255,8.47,"$4,894.00*"
4241,Intel Xeon W-3275M @ 2.50GHz,40419,267,5.42,"$7,453.00*"
4242,Intel Xeon W-3323 @ 3.50GHz,27822,475,29.32,$949.00*
4243,Intel Xeon W-3335 @ 3.40GHz,39293,274,30.25,"$1,299.00*"
4244,Intel Xeon W-3345 @ 3.00GHz,47664,200,19.07,"$2,499.00*"
4245,Intel Xeon W-3365 @ 2.70GHz,59038,122,15.33,"$3,851.00*"
4246,Intel Xeon W-3375 @ 2.50GHz,59091,120,13.13,"$4,499.00*"
4247,Intel Xeon w3-2423,15520,1006,,
4248,Intel Xeon w3-2425,18941,833,35.81,$529.00*
4249,Intel Xeon w3-2435,26434,512,39.51,$669.00*
4250,Intel Xeon w3-2525,26480,509,43.48,$609.00*
4251,Intel Xeon w3-2535,35828,310,,
4252,Intel Xeon W3503 @ 2.40GHz,1118,3900,111.93,$9.99*
4253,Intel Xeon W3505 @ 2.53GHz,1181,3842,79.45,$14.86*
4254,Intel Xeon W3520 @ 2.67GHz,2926,2718,117.05,$25.00*
4255,Intel Xeon W3530 @ 2.80GHz,3067,2655,9.07,$338.14*
4256,Intel Xeon W3540 @ 2.93GHz,3109,2639,20.86,$149.00*
4257,Intel Xeon W3550 @ 3.07GHz,3245,2575,64.97,$49.95*
4258,Intel Xeon W3565 @ 3.20GHz,3380,2517,56.38,$59.95*
4259,Intel Xeon W3570 @ 3.20GHz,3267,2570,6.95,$469.95*
4260,Intel Xeon W3580 @ 3.33GHz,3638,2427,16.96,$214.50*
4261,Intel Xeon W3670 @ 3.20GHz,6413,1798,21.72,$295.19*
4262,Intel Xeon W3680 @ 3.33GHz,7026,1687,56.19,$125.05*
4263,Intel Xeon W3690 @ 3.47GHz,7205,1659,144.12,$49.99*
4264,Intel Xeon w5-2445,32290,362,38.49,$839.00*
4265,Intel Xeon w5-2455X,37370,295,32.52,"$1,149.21*"
4266,Intel Xeon w5-2465X,45794,222,30.07,"$1,522.74*"
4267,Intel Xeon w5-2545,41406,256,46.58,$889.00*
4268,Intel Xeon w5-2555X,48709,195,45.57,"$1,069.00*"
4269,Intel Xeon w5-2565X,52646,168,39.32,"$1,339.00*"
4270,Intel Xeon w5-3423,28251,452,23.76,"$1,189.00*"
4271,Intel Xeon w5-3425,36024,308,30.3,"$1,189.00*"
4272,Intel Xeon w5-3433,34722,319,,
4273,Intel Xeon w5-3435X,45872,220,26.93,"$1,703.43*"
4274,Intel Xeon w5-3525,49190,191,36.74,"$1,339.00*"
4275,Intel Xeon w5-3535X,54276,161,28.8,"$1,884.64"
4276,Intel Xeon W5580 @ 3.20GHz,3459,2481,5.97,$579.45*
4277,Intel Xeon W5590 @ 3.33GHz,3342,2535,2.38,"$1,406.34*"
4278,Intel Xeon w7-2475X,53875,164,28.25,"$1,906.93*"
4279,Intel Xeon w7-2495X,57751,137,23.11,"$2,498.80*"
4280,Intel Xeon w7-2575X,58625,130,34.71,"$1,689.00*"
4281,Intel Xeon w7-2595X,66742,82,32.73,"$2,039.00*"
4282,Intel Xeon w7-3445,48476,197,24.37,"$1,989.00*"
4283,Intel Xeon w7-3455,58050,133,23.32,"$2,489.00*"
4284,Intel Xeon w7-3465X,62805,97,20.4,"$3,077.93*"
4285,Intel Xeon w7-3565X,73318,66,27.27,"$2,689.00*"
4286,Intel Xeon w9-3475X,64686,91,15.89,"$4,069.99*"
4287,Intel Xeon w9-3495X,91952,32,15.61,"$5,889.00*"
4288,Intel Xeon w9-3575X,82620,48,21.81,"$3,789.00*"
4289,Intel Xeon w9-3595X,101511,23,17.24,"$5,889.00*"
4290,Intel Xeon X3210 @ 2.13GHz,1293,3734,6.96,$185.71*
4291,Intel Xeon X3220 @ 2.40GHz,1973,3248,29.83,$66.14*
4292,Intel Xeon X3230 @ 2.66GHz,2052,3202,5.86,$349.95*
4293,Intel Xeon X3320 @ 2.50GHz,2034,3211,8.86,$229.50*
4294,Intel Xeon X3323 @ 2.50GHz,2030,3216,104.83,$19.36*
4295,Intel Xeon X3330 @ 2.66GHz,2102,3171,10.01,$210.00*
4296,Intel Xeon X3350 @ 2.66GHz,2263,3073,37.73,$59.99*
4297,Intel Xeon X3353 @ 2.66GHz,2283,3058,31.06,$73.50*
4298,Intel Xeon X3360 @ 2.83GHz,2424,2978,60.62,$39.99*
4299,Intel Xeon X3363 @ 2.83GHz,2370,3010,27.06,$87.60*
4300,Intel Xeon X3370 @ 3.00GHz,2505,2926,62.63,$40.00*
4301,Intel Xeon X3380 @ 3.16GHz,2568,2892,5.04,$509.95*
4302,Intel Xeon X3430 @ 2.40GHz,2313,3042,14.0,$165.23*
4303,Intel Xeon X3440 @ 2.53GHz,2759,2785,64.16,$43.00*
4304,Intel Xeon X3450 @ 2.67GHz,2869,2743,73.56,$39.00*
4305,Intel Xeon X3460 @ 2.80GHz,2972,2700,40.69,$73.04*
4306,Intel Xeon X3470 @ 2.93GHz,3306,2549,34.97,$94.56*
4307,Intel Xeon X3480 @ 3.07GHz,3273,2566,,
4308,Intel Xeon X5260 @ 3.33GHz,1238,3785,95.2,$13.00*
4309,Intel Xeon X5270 @ 3.50GHz,1524,3572,,
4310,Intel Xeon X5272 @ 3.40GHz,1451,3612,10.36,$140.00*
4311,Intel Xeon X5355 @ 2.66GHz,2033,3212,6.78,$299.95*
4312,Intel Xeon X5365 @ 3.00GHz,2331,3034,17.94,$129.95*
4313,Intel Xeon X5450 @ 3.00GHz,2418,2982,40.98,$59.01*
4314,Intel Xeon X5460 @ 3.16GHz,2582,2883,11.76,$219.55*
4315,Intel Xeon X5470 @ 3.33GHz,2869,2744,15.94,$179.95*
4316,Intel Xeon X5472 @ 3.00GHz,2197,3116,9.76,$225.00*
4317,Intel Xeon X5482 @ 3.20GHz,2755,2787,27.56,$99.95*
4318,Intel Xeon X5492 @ 3.40GHz,2912,2723,2.09,"$1,391.29*"
4319,Intel Xeon X5550 @ 2.67GHz,3027,2666,30.89,$98.00*
4320,Intel Xeon X5560 @ 2.80GHz,3210,2598,32.1,$100.00*
4321,Intel Xeon X5570 @ 2.93GHz,3312,2546,33.12,$100.00*
4322,Intel Xeon X5647 @ 2.93GHz,4441,2200,222.81,$19.93*
4323,Intel Xeon X5650 @ 2.67GHz,5739,1929,575.02,$9.98*
4324,Intel Xeon X5660 @ 2.80GHz,5979,1890,599.05,$9.98*
4325,Intel Xeon X5667 @ 3.07GHz,4659,2156,258.26,$18.04*
4326,Intel Xeon X5670 @ 2.93GHz,6141,1851,122.95,$49.95*
4327,Intel Xeon X5672 @ 3.20GHz,4996,2103,111.05,$44.99*
4328,Intel Xeon X5675 @ 3.07GHz,6396,1801,,
4329,Intel Xeon X5677 @ 3.47GHz,5053,2092,45.94,$110.00*
4330,Intel Xeon X5679 @ 3.20GHz,7095,1675,,
4331,Intel Xeon X5680 @ 3.33GHz,6876,1712,,
4332,Intel Xeon X5687 @ 3.60GHz,5349,2031,28.16,$189.95*
4333,Intel Xeon X5690 @ 3.47GHz,7039,1685,17.68,$398.02*
4334,Intel Xeon X5698 @ 4.40GHz,3447,2483,,
4335,Intel Xeon X6550 @ 2.00GHz,1936,3272,24.5,$79.00*
4336,JLQ JR510,1047,3982,,
4337,"lisa based Qualcomm Technologies, Inc. SM7325",5456,2007,,
4338,M7221,760,4292,,
4339,Manta,356,4764,,
4340,"Mars based on Qualcomm Technologies, Inc SM8350",5230,2056,,
4341,MediaTek Dimensity 1000+ (MT6889),4892,2116,,
4342,Mediatek Dimensity 7025 (MT6855),4588,2170,,
4343,Mediatek Dimensity 7200-Pro (MT6886),4729,2143,,
4344,Mediatek Dimensity 7300-Ultra (MT6878),6203,1838,,
4345,Mediatek Dimensity 8200-Ultimate (MT6896),7396,1622,,
4346,Mediatek Dimensity 8350 (MT6897),7391,1623,,
4347,Mediatek Dimensity 8400-Turbo (MT6899),8861,1454,,
4348,MediaTek Dimensity 900 (MT6877),4854,2124,,
4349,Mediatek Dimensity 9200 (MT6985),7976,1550,,
4350,Mediatek Dimensity 9400 (MT6991),12506,1197,,
4351,Mediatek DM700,4471,2195,,
4352,MediaTek G70 (MT6769V/CB),2441,2967,,
4353,MediaTek G70 (MT6769V/WB),2192,3121,,
4354,MediaTek G80 (MT6769T),2585,2880,,
4355,MediaTek G80 (MT6769V/CT),2495,2931,,
4356,MediaTek G80 (MT6769V/CU),2724,2802,,
4357,MediaTek G85 (MT6769Z),2765,2783,,
4358,MediaTek G88 (MT6769H),2739,2794,,
4359,MediaTek G99 Ultimate (MT6789),4212,2259,,
4360,MediaTek Kompanio 520/528 (MT8186/MT8186T),3691,2409,,
4361,MediaTek MT6735,584,4508,,
4362,MediaTek MT6737,469,4638,,
4363,MediaTek MT6737M,427,4675,,
4364,MediaTek MT6737T,697,4374,,
4365,Mediatek MT6739,680,4397,,
4366,Mediatek MT6739W,251,4922,,
4367,MediaTek MT6739WA,402,4713,,
4368,MediaTek MT6739WW,445,4660,,
4369,MediaTek MT6750,1052,3978,,
4370,MediaTek MT6750T,1187,3835,,
4371,MediaTek MT6750V/WT,1153,3872,,
4372,MediaTek MT6753,955,4077,,
4373,MediaTek MT6753T,1149,3877,,
4374,MediaTek MT6757CD,1782,3390,,
4375,MediaTek MT6757V,1846,3334,,
4376,Mediatek MT6761,1163,3859,,
4377,Mediatek MT6761V/CAB,1074,3950,,
4378,MediaTek MT6761V/WBB,799,4246,,
4379,Mediatek MT6761V/WD,762,4291,,
4380,MediaTek MT6761V/WE,757,4296,,
4381,Mediatek MT6762,1784,3387,,
4382,MediaTek MT6762G,1239,3781,,
4383,MediaTek MT6762V/CA,1289,3737,,
4384,MediaTek MT6762V/CB,1639,3478,,
4385,MediaTek MT6762V/CN,637,4447,,
4386,MediaTek MT6762V/WA,1476,3595,,
4387,MediaTek MT6762V/WB,1471,3600,,
4388,MediaTek MT6762V/WD,1582,3519,,
4389,MediaTek MT6762V/WR,1546,3548,,
4390,MediaTek MT6763V/CE,2130,3155,,
4391,MediaTek MT6763V/V,1578,3523,,
4392,Mediatek MT6765,1707,3430,,
4393,MediaTek MT6765G,1668,3458,,
4394,Mediatek MT6765H,2061,3198,,
4395,MediaTek MT6765V/CA,1844,3336,,
4396,MediaTek MT6765V/CB,1898,3303,,
4397,Mediatek MT6765V/WA,2186,3124,,
4398,Mediatek MT6765V/WB,1801,3371,,
4399,Mediatek MT6765V/XBA,1732,3418,,
4400,Mediatek MT6768,2709,2816,,
4401,Mediatek MT6768G,3232,2588,,
4402,MediaTek MT6768V/CA,2346,3025,,
4403,Mediatek MT6769,2892,2733,,
4404,Mediatek MT6769V/CB,2713,2809,,
4405,MediaTek MT6771V/C,2673,2836,,
4406,MediaTek MT6771V/CT,2682,2827,,
4407,MediaTek MT6771V/W,2452,2956,,
4408,MediaTek MT6771V/WM,2258,3077,,
4409,MediaTek MT6771V/WT,2387,2996,,
4410,Mediatek MT6779,3430,2492,,
4411,MediaTek MT6779V/CE,3112,2636,,
4412,MediaTek MT6779V/CU,2683,2826,,
4413,MediaTek MT6779V/CV,2712,2813,,
4414,Mediatek MT6781,3877,2345,,
4415,Mediatek MT6781V/CD,4040,2306,,
4416,Mediatek MT6781V/CDZAMB-H,4160,2268,,
4417,Mediatek MT6785,3824,2360,,
4418,MediaTek MT6785V/CC,3414,2501,,
4419,MediaTek MT6785V/CD,3649,2421,,
4420,Mediatek MT6789V/CD,4272,2242,,
4421,MediaTek MT6797,1903,3300,,
4422,MediaTek MT6797T,1605,3502,,
4423,MediaTek MT6797X,2212,3108,,
4424,Mediatek MT6833,4083,2293,,
4425,Mediatek MT6833G,4532,2182,,
4426,Mediatek MT6833GP,4426,2205,,
4427,Mediatek MT6833P,3700,2402,,
4428,Mediatek MT6833V/NZA,3615,2434,,
4429,Mediatek MT6833V/PNZA,4100,2284,,
4430,Mediatek MT6833V/ZA,4229,2253,,
4431,MediaTek MT6853T,3508,2466,,
4432,Mediatek MT6853V/NZA,3995,2312,,
4433,Mediatek MT6853V/TNZA,4161,2267,,
4434,MediaTek MT6873,4074,2299,,
4435,Mediatek MT6875,5258,2047,,
4436,Mediatek MT6877V/TTZA,4965,2106,,
4437,Mediatek MT6877V/TZA,4708,2146,,
4438,Mediatek MT6879V/ZA,4632,2162,,
4439,Mediatek MT6879V_T/ZA,5218,2057,,
4440,Mediatek MT6883Z/CZA,5914,1899,,
4441,Mediatek MT6891,5300,2041,,
4442,Mediatek MT6891Z/CZA,6644,1752,,
4443,Mediatek MT6891Z_T/CZA,7160,1666,,
4444,Mediatek MT6891Z_Z/CZA,6545,1772,,
4445,Mediatek MT6893,6334,1816,,
4446,Mediatek MT6893Z_T/CZA,6397,1800,,
4447,MediaTek MT6895,7615,1589,,
4448,Mediatek MT6895Z/TCZA,6744,1740,,
4449,Mediatek MT6895Z_A/TCZA,7618,1588,,
4450,Mediatek MT6895Z_B/TCZA,7044,1682,,
4451,MediaTek MT6983,6776,1729,,
4452,Mediatek MT6983W/CZA,9136,1434,,
4453,Mediatek MT6983Z/CZA,7726,1578,,
4454,Mediatek MT6989,10792,1304,,
4455,MediaTek MT8163,619,4466,,
4456,MediaTek MT8166B,971,4060,,
4457,MediaTek MT8167B,403,4712,,
4458,MediaTek MT8168,1029,3999,,
4459,MediaTek MT8168A,712,4355,,
4460,Mediatek MT8168B,795,4251,,
4461,Mediatek MT8173,1366,3677,,
4462,Mediatek MT8175B,592,4496,,
4463,MediaTek MT8183,2587,2879,,
4464,MediaTek MT8188,3144,2623,,
4465,Mediatek MT8192,5172,2068,,
4466,Mediatek MT8195,8419,1492,,
4467,Mediatek MT8195AV,6251,1830,,
4468,Mediatek MT8365,1156,3868,,
4469,Mediatek MT8370AV/A,4107,2281,,
4470,Mediatek MT8390AV/A,4920,2112,,
4471,Mediatek MT8696,740,4322,,
4472,MediaTek MT8735B,418,4685,,
4473,Mediatek MT8765WA,564,4532,,
4474,Mediatek MT8766A,979,4051,,
4475,Mediatek MT8766B,1174,3849,,
4476,Mediatek MT8768A,1524,3571,,
4477,MediaTek MT8768CT,2037,3207,,
4478,Mediatek MT8768CX,2274,3067,,
4479,Mediatek MT8768N,2382,3001,,
4480,MediaTek MT8768WA,1706,3431,,
4481,Mediatek MT8768WE,1667,3459,,
4482,MediaTek MT8768WT,1998,3238,,
4483,Mediatek MT8771V/PZA,4414,2208,,
4484,Mediatek MT8781V/CA,4117,2277,,
4485,Mediatek MT8781V/NA,4316,2232,,
4486,Mediatek MT8786,2560,2896,,
4487,Mediatek MT8786V/CT,3301,2551,,
4488,Mediatek MT8786V/N,3171,2610,,
4489,Mediatek MT8788,3322,2543,,
4490,Mediatek MT8789,6640,1753,,
4491,Mediatek MT8789V/CT,3946,2328,,
4492,Mediatek MT8789V/T,4222,2257,,
4493,Mediatek MT8791V/TN,4809,2131,,
4494,Mediatek MT8792,8258,1513,,
4495,Mediatek MT8797Z/CNZA,7264,1649,,
4496,Mediatek MT8798Z/CNZA,9110,1435,,
4497,Mediatek t50,948,4085,,
4498,Microsoft SQ1 @ 3.0 GHz,5971,1893,,
4499,Microsoft SQ2 @ 3.15 GHz,6534,1773,,
4500,Microsoft SQ3 @ 3.0 GHz,11813,1235,,
4501,Mobile AMD Athlon 2500+,241,4934,,
4502,Mobile AMD Athlon 4 2400+,233,4951,,
4503,Mobile AMD Athlon 64 3200+,326,4813,,
4504,Mobile AMD Athlon 64 3400+,333,4802,,
4505,Mobile AMD Athlon 64 3700+,356,4763,,
4506,Mobile AMD Athlon 64 4000+,313,4835,,
4507,Mobile AMD Athlon MP-M 1800+,173,5040,,
4508,Mobile AMD Athlon MP-M 2400+,192,5014,,
4509,Mobile AMD Athlon XP-M 1600+,169,5044,,
4510,Mobile AMD Athlon XP-M 1800+,193,5008,,
4511,Mobile AMD Athlon XP-M 2000+,196,5001,,
4512,Mobile AMD Athlon XP-M 2200+,237,4944,,
4513,Mobile AMD Athlon XP-M 2400+,225,4962,,
4514,Mobile AMD Athlon XP-M 2500+,226,4961,,
4515,Mobile AMD Athlon XP-M 2600+,241,4933,,
4516,Mobile AMD Athlon XP-M 2800+,238,4942,,
4517,Mobile AMD Athlon XP-M 3000+,238,4940,,
4518,Mobile AMD Sempron 2100+,164,5050,,
4519,Mobile AMD Sempron 2600+,256,4911,,
4520,Mobile AMD Sempron 2800+,237,4946,,
4521,Mobile AMD Sempron 3000+,269,4896,,
4522,Mobile AMD Sempron 3100+,277,4882,,
4523,Mobile AMD Sempron 3200+,245,4926,,
4524,Mobile AMD Sempron 3300+,294,4858,,
4525,Mobile AMD Sempron 3400+,269,4893,,
4526,Mobile AMD Sempron 3500+,269,4895,,
4527,Mobile AMD Sempron 3600+,284,4872,,
4528,Mobile AMD Sempron 3800+,335,4793,,
4529,Mobile Intel Celeron 1.70GHz,118,5112,,
4530,Mobile Intel Celeron 1.80GHz,121,5107,,
4531,Mobile Intel Celeron 1333MHz,183,5027,,
4532,Mobile Intel Celeron 2.00GHz,133,5093,,
4533,Mobile Intel Celeron 2.20GHz,147,5075,,
4534,Mobile Intel Celeron 2.40GHz,154,5067,,
4535,Mobile Intel Pentium 4 - M 1.70GHz,121,5106,2.47,$49.00
4536,Mobile Intel Pentium 4 - M 1.80GHz,119,5110,,
4537,Mobile Intel Pentium 4 - M 2.00GHz,138,5088,,
4538,Mobile Intel Pentium 4 - M 2.20GHz,143,5078,,
4539,Mobile Intel Pentium 4 - M 2.40GHz,139,5083,,
4540,Mobile Intel Pentium 4 2.66GHz,182,5028,,
4541,Mobile Intel Pentium 4 2.80GHz,205,4987,,
4542,Mobile Intel Pentium 4 3.06GHz,220,4971,,
4543,Mobile Intel Pentium 4 3.20GHz,232,4954,,
4544,Mobile Intel Pentium 4 3.33GHz,344,4776,,
4545,Mobile Intel Pentium III - M 1200MHz,146,5076,,
4546,Mobile Intel Pentium III - M 933MHz,130,5098,,
4547,mocha,1125,3895,,
4548,Montage Jintide C4215R,14672,1050,,
4549,Montage Jintide C5418Y,49045,193,,
4550,msm8960dt,306,4842,,
4551,MT3561S,723,4343,,
4552,MT5893,702,4369,,
4553,MT6580,394,4720,,
4554,MT6592,521,4586,,
4555,MT6592T,1056,3972,,
4556,MT6735M,308,4840,,
4557,MT6735P,384,4738,,
4558,MT6737H,528,4581,,
4559,MT6738,692,4381,,
4560,MT6739CH,533,4574,,
4561,MT6739CW,545,4558,,
4562,MT6739WM,338,4788,,
4563,MT6750V/C,1383,3667,,
4564,MT6750V/CS,955,4075,,
4565,MT6750V/CT,1544,3552,,
4566,MT6750V/DN,1271,3751,,
4567,MT6750V/W,845,4197,,
4568,MT6750V/WS,934,4096,,
4569,MT6752,1728,3421,,
4570,MT6752M,1735,3415,,
4571,MT6755,1278,3746,,
4572,MT6755BM,1070,3957,,
4573,MT6755M,1229,3789,,
4574,MT6755V/BM,1336,3697,,
4575,MT6755V/C,1554,3541,,
4576,MT6755V/W,1608,3499,,
4577,MT6755V/WM,1090,3927,,
4578,MT6755V/WS,1389,3660,,
4579,MT6757W,1941,3269,,
4580,MT6757WD,1771,3396,,
4581,MT6757WH,1161,3860,,
4582,MT6761V/CAB,818,4223,,
4583,MT6761V/CBB,910,4123,,
4584,MT6761V/CD,784,4266,,
4585,MT6761V/WAB,816,4224,,
4586,MT6761V/WD,580,4512,,
4587,MT6762,1735,3416,,
4588,mt6762m,538,4566,,
4589,MT6762V/CR,1022,4008,,
4590,MT6763V/B,1633,3482,,
4591,MT6763V/CT,1817,3356,,
4592,MT6763V/WT,1375,3672,,
4593,MT6765,1844,3337,,
4594,MT6765H,2132,3154,,
4595,MT6765V/WA,1824,3351,,
4596,MT6765V/WB,1913,3281,,
4597,MT6768G,2838,2756,,
4598,MT6769V,2229,3101,,
4599,MT6771V/CL,3079,2649,,
4600,MT6771V/WL,2299,3050,,
4601,mt6779,2251,3084,,
4602,MT6781,3875,2346,,
4603,MT6781V/CD,3969,2318,,
4604,MT6785,3558,2448,,
4605,MT6795,1197,3822,,
4606,MT6795M,968,4062,,
4607,MT6795MM,618,4467,,
4608,MT6797D,758,4294,,
4609,MT6797M,2162,3139,,
4610,MT6833,3784,2375,,
4611,MT6833GP,3238,2583,,
4612,MT6833P,4158,2269,,
4613,MT6833V/NZA,3644,2423,,
4614,MT6833V/PNZA,4178,2264,,
4615,MT6833V/ZA,4113,2280,,
4616,MT6853V/NZA,3330,2537,,
4617,MT6853V/TNZA,3616,2433,,
4618,MT6853V/ZA,3505,2467,,
4619,MT6875,4393,2214,,
4620,MT6877T,4548,2180,,
4621,MT6877V/TTZA,5253,2048,,
4622,MT6877V/TZA,4824,2130,,
4623,MT6883Z/CZA,5665,1950,,
4624,MT6891,5817,1914,,
4625,MT6891Z/CZA,6025,1882,,
4626,MT6893,5102,2081,,
4627,MT6893Z/CZA,6467,1787,,
4628,MT6893Z_A/CZA,6050,1877,,
4629,MT6893Z_B/CZA,6371,1806,,
4630,MT6893Z_C/CZA,6139,1853,,
4631,MT6893Z_D/CZA,5701,1940,,
4632,MT6893Z_Z/CZA,6485,1783,,
4633,MT6969T,2228,3102,,
4634,MT8127,429,4672,,
4635,MT8161A,818,4222,,
4636,MT8161AA,857,4176,,
4637,MT8161AB,700,4371,,
4638,MT8161P,542,4560,,
4639,MT8165,962,4067,,
4640,MT8167A,478,4631,,
4641,MT8167D,532,4575,,
4642,MT8168B,1050,3980,,
4643,MT8168M,881,4152,,
4644,MT8169A,2000,3235,,
4645,MT8173,804,4237,,
4646,MT8175B,1199,3819,,
4647,MT8176,1406,3649,,
4648,MT8188JV/A,5130,2075,,
4649,MT8195AV/ZA,5735,1930,,
4650,MT8365,889,4141,,
4651,MT8395AV/ZA,2410,2987,,
4652,MT8667,3235,2585,,
4653,MT8696,738,4324,,
4654,MT8732T,1081,3942,,
4655,MT8735,662,4419,,
4656,MT8735A,655,4428,,
4657,MT8735M,388,4731,,
4658,MT8735P,572,4520,,
4659,MT8735T,704,4366,,
4660,MT8765WA,567,4525,,
4661,MT8765WB,454,4653,,
4662,MT8766A,956,4072,,
4663,MT8766B,832,4213,,
4664,MT8768CA,1912,3282,,
4665,MT8768WB,1074,3951,,
4666,MT8768WD,1122,3897,,
4667,MT8768WE,1350,3690,,
4668,MT8771V/PZA,4723,2144,,
4669,MT8783,1039,3990,,
4670,MT8786V/CA,3128,2628,,
4671,MT8786V/N,2992,2688,,
4672,MT8788,2756,2786,,
4673,MT8789V/CT,4119,2276,,
4674,MT8789V/T,4104,2282,,
4675,MT8797Z/CNZA,6550,1768,,
4676,MT9950,845,4196,,
4677,MTK6757,1158,3866,,
4678,MTK8257,842,4200,,
4679,Nakamichi,353,4768,,
4680,Nvidia Tegra T132,1242,3778,,
4681,Nvidia Tegra T210,1746,3409,,
4682,nxp IMX8MP,868,4169,,
4683,nxp IMX8MQ,831,4214,,
4684,"Odin based on Qualcomm Technologies, Inc SM8350",6455,1791,,
4685,OMAP4 Espresso board,98,5127,,
4686,P22,1908,3291,,
4687,Pentium Dual-Core E6000 @ 3.46GHz,1472,3599,,
4688,Pentium Dual-Core T4200 @ 2.00GHz,775,4275,,
4689,Pentium Dual-Core T4300 @ 2.10GHz,903,4132,,
4690,Pentium Dual-Core T4500 @ 2.30GHz,955,4078,,
4691,PXA1908,486,4622,,
4692,QCT APQ8064 AWIFI,382,4742,,
4693,QCT APQ8064 DEB,453,4654,,
4694,QCT APQ8064 FLO,553,4546,,
4695,QCT APQ8064 MAKO,399,4718,,
4696,QCT APQ8064 MTP,389,4730,,
4697,QTI MSM8937,2142,3149,,
4698,QTI MSM8953,2065,3195,,
4699,QTI QCM2290,1078,3947,,
4700,QTI QCM4290,2512,2924,,
4701,QTI QCM4325,2526,2918,,
4702,QTI QCM4490,5120,2076,,
4703,QTI QCM5430,4006,2310,,
4704,QTI QCS4490,5179,2066,,
4705,QTI QCS5430,3760,2386,,
4706,QTI QCS8550,10487,1318,,
4707,QTI QM215,563,4533,,
4708,QTI SDM439,1560,3538,,
4709,QTI SDM450,1633,3483,,
4710,QTI SDM660,2610,2870,,
4711,QTI SDM845,3684,2412,,
4712,QTI SG8175P,6713,1744,,
4713,QTI SM4250,2631,2859,,
4714,QTI SM4350,3701,2401,,
4715,QTI SM4375,3936,2329,,
4716,QTI SM4450,4190,2261,,
4717,QTI SM4635,3618,2432,,
4718,QTI SM611,3180,2606,,
4719,QTI SM6115,2875,2738,,
4720,QTI SM6125,2855,2749,,
4721,QTI SM6150,3328,2538,,
4722,QTI SM6225,3486,2471,,
4723,QTI SM6350,4090,2288,,
4724,QTI SM6375,4182,2262,,
4725,QTI SM6450,5880,1904,,
4726,QTI SM6450P,6321,1819,,
4727,QTI SM6475,5755,1926,,
4728,QTI SM6650,5972,1892,,
4729,QTI SM7125,3885,2344,,
4730,QTI SM7150,3741,2396,,
4731,QTI SM7225,4277,2239,,
4732,QTI SM7250,4277,2238,,
4733,QTI SM7325,5937,1895,,
